Casilla;X;Y;Access Point;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
13;250;190;AP2;-58;-60;-58;-59;-59;-59;-60;-60;-58;-59;-59;-58;-58;-59;-59;-59;-61;-62;-62;-61;-62;-59;-58;-58;-58;-58;-59;-59;-59;-59;-58;-58;-58;-59;-59;-59;-58;-59;-59;-59;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-58;-59;-59;-60;-59;-58;-58;-59;-59;-59;-60;-60;-59;-61;-60;-60;-60;-60;-60;-60;-60;-58;-59;-59;-77;-77;-58;-59;-59;-58;-58;-59;-59;-57;-57;-59;-59;-59;-58;-58;-58;-59;-59;-59;-60;-58;-58;-58;-60;-60
14;270;190;AP0;-58;-57;-56;-56;-59;-59;-58;-57;-57;-57;-57;-57;-58;-58;-58;-57;-57;-57;-57;-57;-57;-58;-58;-59;-57;-57;-55;-55;-54;-54;-58;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-58;-58;-56;-56;-60;-60;-56;-59;-59;-57;-56;-57;-57;-57;-57;-56;-56;-57;-57;-57;-57;-57;-57;-56;-56;-56;-57;-57;-57;-57;-57;-57;-57;-57;-56;-56;-58;-58;-57;-57;-57;-58;-56;-56;-58;-56;-57;-57;-58;-58;-58;-57;-57;-58;-58;-59
14;270;190;AP1;-34;-32;-34;-34;-33;-33;-33;-33;-33;-33;-35;-35;-33;-33;-35;-35;-35;-34;-35;-33;-33;-36;-34;-33;-33;-34;-30;-31;-31;-30;-35;-35;-35;-35;-34;-33;-35;-35;-33;-35;-35;-35;-32;-34;-34;-33;-33;-33;-33;-33;-34;-34;-33;-33;-33;-33;-33;-33;-34;-34;-34;-32;-33;-35;-35;-33;-33;-35;-35;-35;-34;-34;-33;-33;-32;-32;-33;-33;-32;-35;-34;-34;-34;-33;-35;-35;-35;-35;-33;-33;-34;-34;-34;-34;-34;-34;-33;-34;-34;-35
14;270;190;AP2;-63;-59;-65;-65;-63;-63;-63;-63;-63;-64;-64;-64;-63;-63;-63;-63;-63;-63;-63;-65;-65;-63;-63;-63;-64;-64;-61;-61;-62;-62;-63;-63;-66;-64;-64;-62;-62;-64;-64;-63;-63;-63;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-63;-63;-63;-63;-61;-61;-61;-61;-64;-63;-62;-62;-63;-64;-64;-64;-64;-64;-64;-64;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63
15;290;190;AP0;-58;-58;-58;-58;-58;-58;-58;-57;-57;-58;-58;-58;-58;-59;-59;-59;-59;-58;-58;-58;-58;-58;-58;-59;-60;-60;-58;-58;-58;-58;-58;-58;-58;-60;-60;-59;-59;-59;-59;-59;-57;-57;-57;-60;-60;-61;-61;-61;-61;-61;-63;-63;-62;-60;-60;-61;-59;-59;-59;-58;-58;-57;-57;-58;-57;-57;-57;-57;-59;-59;-57;-59;-59;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-59;-58;-59;-59;-59;-59;-60;-60;-60;-59;-59;-58;-58;-59;-52;-59
15;290;190;AP1;-43;-43;-42;-42;-43;-45;-44;-44;-43;-44;-44;-43;-43;-43;-45;-44;-44;-43;-43;-44;-44;-44;-44;-44;-44;-44;-43;-45;-44;-44;-43;-43;-43;-45;-45;-44;-44;-44;-44;-44;-44;-44;-45;-45;-45;-47;-46;-46;-46;-46;-46;-46;-46;-46;-46;-47;-43;-43;-42;-43;-43;-43;-43;-44;-44;-44;-43;-43;-44;-44;-44;-43;-43;-43;-43;-44;-43;-43;-43;-43;-43;-43;-43;-43;-44;-44;-43;-43;-43;-43;-44;-44;-44;-43;-44;-43;-43;-44;-44;-43
15;290;190;AP2;-64;-63;-63;-63;-63;-63;-63;-61;-61;-65;-65;-63;-64;-64;-64;-61;-62;-63;-63;-63;-64;-64;-63;-63;-63;-63;-64;-64;-62;-64;-64;-64;-64;-64;-63;-64;-64;-64;-62;-62;-62;-63;-63;-66;-66;-66;-66;-65;-65;-65;-65;-67;-67;-64;-64;-65;-65;-63;-63;-63;-62;-62;-62;-63;-63;-62;-62;-62;-65;-65;-64;-63;-62;-62;-62;-62;-62;-62;-62;-62;-62;-63;-63;-62;-62;-63;-64;-63;-63;-61;-62;-62;-63;-62;-62;-62;-62;-62;-62;-61
16;310;190;AP0;-52;-52;-51;-51;-52;-52;-52;-52;-52;-51;-52;-52;-52;-53;-52;-53;-53;-53;-53;-52;-51;-51;-51;-51;-51;-52;-52;-52;-52;-52;-52;-52;-52;-58;-58;-58;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-52;-52;-52;-51;-51;-51;-51;-54;-53;-52;-52;-52;-53;-53;-52;-55;-55;-52;-53;-53;-53;-53;-53;-53;-53;-52;-52;-52;-53;-53;-52;-52;-53;-53;-53;-53;-52;-52;-54;-54;-54;-53;-53
16;310;190;AP1;-53;-54;-53;-53;-55;-55;-53;-53;-53;-54;-54;-54;-55;-54;-53;-53;-53;-53;-55;-54;-54;-54;-53;-54;-53;-53;-53;-54;-53;-54;-54;-54;-54;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-54;-54;-54;-54;-54;-54;-53;-53;-53;-53;-53;-54;-54;-55;-55;-53;-53;-53;-53;-53;-53;-54;-53;-55;-55;-55;-55;-55;-53;-55;-55;-55;-54;-54;-53;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-55;-55;-55
16;310;190;AP2;-62;-62;-62;-62;-62;-62;-62;-62;-62;-61;-61;-63;-63;-63;-63;-62;-62;-62;-62;-63;-62;-61;-61;-63;-63;-61;-62;-62;-62;-62;-62;-62;-63;-63;-63;-63;-63;-63;-63;-63;-64;-62;-62;-62;-62;-63;-63;-63;-64;-63;-63;-64;-64;-64;-62;-63;-63;-63;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-62;-62;-62;-64;-62;-62;-62;-62;-64;-64;-63;-63;-64;-64;-64;-63;-63;-62;-62;-62;-64;-61;-61;-61;-63;-64;-64;-64;-63;-63;-63;-63
17;330;190;AP0;-54;-53;-53;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-55;-55;-54;-55;-55;-54;-54;-53;-53;-54;-54;-54;-54;-54;-54;-54;-54;-56;-53;-53;-54;-54;-54;-54;-54;-54;-54;-53;-53;-57;-57;-54;-54;-55;-55;-54;-54;-54;-54;-54;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-55;-54;-53;-53;-54;-54;-54;-54;-53;-53;-55;-55;-54;-54;-54;-55;-54;-54;-53;-53;-53;-54;-54;-54;-54;-54;-54;-54;-55;-55;-55;-54;-54;-54;-54
17;330;190;AP1;-52;-52;-52;-53;-53;-53;-53;-52;-53;-52;-52;-52;-52;-54;-54;-53;-53;-53;-53;-52;-52;-52;-53;-53;-52;-52;-53;-53;-53;-53;-52;-54;-52;-52;-52;-52;-52;-53;-53;-53;-53;-52;-52;-52;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-55;-52;-52;-53;-53;-52;-53;-53;-53;-53;-52;-53;-53;-53;-52;-53;-53;-53;-53;-52;-52;-52;-52;-53;-54;-53;-52;-53;-53;-52;-52;-54;-54;-53;-53;-52;-52;-55;-52;-53
17;330;190;AP2;-67;-65;-65;-65;-65;-67;-67;-65;-66;-65;-65;-65;-65;-64;-63;-63;-66;-66;-65;-65;-67;-64;-65;-65;-65;-66;-66;-64;-15,75;-60;-60;-63;-63;-65;-66;-64;-64;-64;-65;-65;-65;-64;-63;-63;-66;-66;-65;-65;-65;-65;-63;-65;-65;-65;-65;-65;-65;-65;-65;-64;-64;-64;-66;-62;-62;-64;-65;-66;-63;-63;-63;-63;-65;-65;-65;-66;-64;-65;-66;-66;-66;-65;-65;-65;-65;-65;-63;-64;-64;-16;-64;-65;-64;-64;-65;-65;-63;-63;-65;-65
18;350;190;AP0;-56;-55;-56;-56;-56;-57;-57;-57;-57;-55;-55;-58;-57;-57;-57;-57;-57;-57;-59;-59;-59;-56;-55;-55;-55;-55;-55;-54;-55;-54;-54;-55;-55;-54;-54;-55;-54;-54;-54;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-55;-55;-55;-55;-55;-55;-55;-55;-56;-56;-56;-55;-55;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-56;-56;-56;-56;-55;-55;-56;-56;-56;-57;-57;-60
18;350;190;AP1;-61;-63;-61;-61;-61;-64;-64;-62;-61;-61;-61;-63;-63;-63;-62;-62;-62;-65;-65;-65;-59;-60;-62;-60;-60;-60;-60;-60;-60;-61;-61;-61;-62;-60;-53;-61;-61;-61;-61;-63;-61;-62;-62;-62;-63;-62;-62;-62;-63;-63;-63;-63;-63;-59;-60;-60;-60;-60;-59;-59;-59;-59;-60;-60;-59;-59;-59;-59;-63;-63;-60;-59;-59;-59;-59;-59;-61;-61;-61;-60;-60;-60;-60;-60;-60;-60;-60;-61;-60;-60;-60;-60;-60;-60;-60;-60;-60;-63;-63;-62
18;350;190;AP2;-58;-57;-58;-58;-58;-59;-57;-57;-58;-58;-59;-61;-61;-61;-61;-61;-61;-61;-61;-60;-60;-60;-57;-57;-57;-57;-56;-56;-58;-58;-58;-58;-53;-57;-57;-57;-58;-58;-59;-59;-60;-60;-63;-63;-61;-61;-60;-60;-61;-61;-60;-60;-60;-60;-57;-57;-57;-58;-58;-57;-57;-58;-59;-59;-57;-58;-58;-58;-58;-57;-57;-14,25;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-68;-59;-59;-59;-58;-58;-71;-59;-58;-58;-58;-58;-58;-59;-59;-60;-60;-62
19;370;190;AP0;-57;-57;-58;-56;-56;-56;-56;-56;-56;-58;-57;-57;-56;-56;-56;-58;-53;-53;-58;-57;-58;-58;-59;-59;-60;-60;-59;-59;-59;-59;-59;-60;-60;-59;-59;-57;-57;-57;-57;-56;-56;-57;-57;-54;-56;-56;-56;-56;-56;-57;-58;-58;-58;-56;-57;-57;-57;-57;-57;-60;-60;-60;-60;-56;-57;-57;-57;-57;-57;-58;-57;-57;-57;-58;-58;-58;-58;-58;-58;-56;-56;-58;-59;-59;-59;-59;-59;-57;-57;-56;-57;-57;-58;-58;-58;-57;-57;-57;-56;-58
19;370;190;AP1;-53;-52;-52;-52;-51;-52;-52;-51;-50;-51;-51;-51;-51;-51;-51;-51;-51;-51;-52;-52;-52;-54;-54;-54;-54;-54;-55;-53;-54;-54;-54;-54;-54;-54;-54;-51;-51;-51;-51;-51;-51;-52;-52;-51;-51;-51;-51;-51;-51;-51;-51;-51;-53;-52;-52;-53;-53;-52;-52;-55;-55;-55;-53;-52;-52;-53;-53;-53;-52;-52;-53;-53;-53;-51;-53;-53;-53;-53;-52;-52;-52;-52;-54;-54;-54;-54;-54;-52;-52;-52;-52;-52;-53;-53;-51;-51;-51;-53;-53;-53
19;370;190;AP2;-56;-57;-57;-57;-57;-57;-57;-57;-59;-59;-56;-56;-57;-57;-57;-57;-59;-59;-56;-57;-58;-58;-60;-60;-59;-59;-60;-60;-59;-59;-59;-59;-59;-59;-60;-56;-56;-56;-57;-57;-56;-56;-58;-58;-57;-57;-58;-58;-57;-57;-58;-58;-57;-55;-57;-57;-54;-54;-57;-57;-60;-60;-57;-57;-57;-57;-57;-56;-56;-57;-58;-58;-58;-58;-57;-58;-57;-57;-57;-57;-56;-56;-59;-59;-61;-61;-59;-59;-59;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-59
20;390;190;AP0;-56;-56;-56;-56;-57;-57;-57;-57;-57;-57;-57;-57;-58;-58;-63;-63;-58;-57;-57;-58;-57;-56;-57;-57;-57;-57;-57;-56;-56;-56;-56;-56;-57;-57;-57;-57;-58;-58;-56;-56;-57;-58;-60;-60;-60;-60;-58;-58;-58;-57;-56;-56;-56;-58;-57;-57;-56;-56;-57;-57;-58;-58;-57;-57;-57;-58;-58;-58;-57;-59;-57;-57;-57;-58;-58;-58;-58;-58;-58;-56;-56;-57;-57;-57;-57;-58;-58;-58;-56;-58;-57;-57;-57;-57;-58;-57;-58;-58;-58;-58
20;390;190;AP1;-61;-61;-62;-62;-62;-62;-61;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-61;-62;-58;-58;-62;-62;-59;-62;-62;-61;-61;-63;-63;-62;-62;-61;-61;-62;-62;-62;-62;-62;-62;-61;-61;-65;-64;-64;-65;-65;-63;-63;-63;-63;-62;-62;-63;-63;-62;-62;-62;-62;-62;-62;-63;-63;-63;-63;-62;-62;-62;-62;-62;-62;-62;-61;-62;-62;-62;-61;-62;-62;-62;-63;-63;-63;-63;-62;-62;-62;-62;-61;-61;-61;-61;-61;-61;-62;-62;-59;-62;-62
20;390;190;AP2;-71;-71;-71;-70;-69;-71;-71;-72;-70;-71;-71;-71;-71;-72;-72;-70;-70;-68;-68;-70;-70;-70;-70;-71;-71;-71;-71;-71;-71;-71;-71;-71;-72;-70;-72;-72;-72;-72;-71;-71;-68;-70;-70;-70;-73;-73;-73;-71;-71;-71;-69;-71;-71;-71;-69;-69;-69;-71;-69;-69;-69;-69;-71;-71;-71;-71;-72;-68;-71;-70;-70;-70;-70;-69;-70;-71;-71;-71;-71;-71;-71;-71;-71;-72;-72;-72;-70;-70;-69;-69;-71;-71;-70;-70;-70;-70;-71;-71;-70;-70
21;10;170;AP0;-60;-60;-60;-60;-60;-59;-59;-60;-60;-60;-60;-61;-60;-60;-60;-60;-60;-60;-60;-60;-59;-59;-59;-59;-60;-60;-60;-63;-60;-60;-60;-60;-61;-61;-59;-59;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-60;-59;-59;-59;-59;-59;-59;-59;-60;-59;-59;-57;-57;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-61;-59;-59;-60;-60;-59;-59;-59;-59;-59;-59;-59;-59;-60;-60;-59;-59;-59;-59;-59;-59;-59;-59;-60;-60;-59;-59;-60
21;10;170;AP1;-68;-67;-67;-67;-67;-67;-67;-65;-68;-68;-68;-68;-68;-68;-68;-68;-69;-69;-69;-69;-65;-70;-70;-70;-70;-70;-70;-70;-70;-70;-70;-70;-70;-69;-70;-70;-68;-68;-67;-67;-63;-63;-65;-65;-68;-68;-68;-68;-66;-66;-69;-68;-70;-69;-69;-69;-69;-70;-70;-69;-69;-68;-68;-68;-66;-66;-67;-68;-68;-68;-68;-68;-68;-68;-67;-67;-67;-67;-67;-66;-68;-68;-68;-66;-66;-66;-66;-67;-67;-68;-67;-68;-68;-68;-68;-67;-67;-68;-68;-68
21;10;170;AP2;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-66;-65;-65;-65;-66;-66;-66;-66;-66;-66;-66;-67;-67;-67;-67;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-66;-66;-66;-66;-66;-66;-65;-65;-65;-67;-65;-65;-66;-66;-66;-66;-66;-68;-68;-68;-67;-67;-67;-66;-66;-65;-65;-65;-65;-65;-65;-65;-65;-64;-64;-65;-65;-66;-66;-65;-65;-65;-65;-65;-63;-64;-64;-64;-64;-64;-67;-65;-65;-65;-67;-66;-64;-64
22;30;170;AP0;-56;-56;-56;-56;-55;-55;-57;-57;-57;-54;-55;-54;-54;-55;-55;-56;-56;-55;-55;-56;-56;-55;-55;-55;-56;-55;-55;-55;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-54;-54;-56;-56;-54;-54;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-54;-54;-55;-55;-55;-56;-56;-54;-54;-54;-54;-55;-55;-54;-55;-54;-54;-54;-55;-55;-55;-55;-55;-55;-56;-56;-55;-55;-55;-55;-54;-54;-55;-55;-54;-54;-55;-55;-55;-55;-55;-55;-55;-55
22;30;170;AP1;-60;-58;-58;-58;-58;-58;-58;-59;-58;-58;-59;-59;-59;-58;-59;-59;-59;-59;-59;-58;-58;-59;-59;-60;-60;-59;-59;-59;-58;-58;-60;-60;-60;-60;-58;-58;-58;-59;-58;-58;-58;-58;-59;-58;-58;-59;-59;-59;-59;-58;-58;-60;-59;-59;-58;-58;-59;-59;-58;-58;-59;-57;-57;-59;-59;-57;-57;-58;-58;-58;-58;-58;-58;-57;-57;-58;-58;-58;-58;-57;-57;-58;-59;-57;-57;-58;-58;-59;-59;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-58
22;30;170;AP2;-61;-60;-60;-60;-62;-61;-60;-60;-60;-61;-60;-61;-61;-61;-61;-67;-60;-61;-61;-63;-61;-62;-63;-63;-62;-60;-62;-62;-59;-59;-59;-60;-60;-63;-63;-61;-61;-62;-62;-62;-62;-62;-62;-63;-61;-61;-61;-61;-61;-62;-63;-63;-64;-64;-62;-62;-62;-62;-63;-62;-62;-62;-62;-63;-63;-61;-62;-62;-62;-62;-62;-62;-61;-61;-64;-64;-62;-62;-62;-62;-60;-60;-60;-60;-62;-62;-62;-62;-62;-61;-61;-61;-61;-62;-61;-61;-61;-61;-61;-62
23;50;170;AP0;-55;-57;-55;-56;-56;-56;-56;-56;-55;-55;-57;-57;-55;-55;-56;-56;-56;-57;-57;-55;-56;-56;-59;-59;-59;-59;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-56;-56;-56;-55;-56;-56;-56;-56;-56;-55;-56;-56;-56;-56;-55;-55;-55;-55;-55;-55;-55;-56;-56;-55;-56;-56;-54;-54;-54;-56;-56;-56;-56;-55;-56;-55;-55;-55;-55;-56;-55;-55;-56;-55;-56;-56;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-56;-56;-56;-56;-55;-55
23;50;170;AP1;-67;-68;-68;-74;-74;-67;-67;-66;-66;-67;-66;-69;-69;-69;-66;-65;-65;-67;-67;-67;-67;-67;-68;-68;-68;-67;-67;-67;-68;-68;-68;-68;-67;-67;-67;-67;-67;-67;-67;-66;-67;-69;-70;-70;-68;-68;-68;-68;-68;-68;-68;-68;-68;-68;-70;-70;-70;-70;-70;-70;-71;-71;-71;-71;-71;-69;-71;-66;-66;-67;-67;-71;-71;-69;-69;-69;-69;-69;-69;-69;-69;-69;-69;-66;-66;-66;-68;-68;-67;-67;-66;-66;-66;-66;-67;-67;-67;-67;-69;-69
23;50;170;AP2;-66;-66;-66;-66;-67;-67;-67;-67;-66;-66;-66;-66;-66;-66;-66;-65;-64;-55;-67;-67;-67;-67;-67;-69;-68;-68;-68;-66;-67;-66;-66;-65;-65;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-65;-65;-67;-67;-66;-66;-66;-66;-66;-65;-65;-65;-66;-66;-64;-66;-67;-67;-65;-67;-67;-66;-66;-65;-65;-65;-66;-65;-65;-66;-66;-66;-67;-65;-65;-65;-65;-65;-66;-65;-65;-66;-66;-66;-67;-64;-63;-63;-65;-65;-65;-65;-66;-66;-66
24;70;170;AP0;-53;-53;-53;-54;-54;-54;-54;-54;-54;-55;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-53;-53;-53;-54;-53;-53;-53;-55;-54;-54;-54;-55;-54;-54;-54;-54;-54;-54;-53;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-53;-53;-54;-54;-53;-55;-55;-55;-53;-53;-53;-54;-54;-54;-54;-54;-53;-54;-54;-55;-55;-54;-54;-54;-57;-54;-54;-54;-54;-54;-55;-54;-54
24;70;170;AP1;-56;-56;-55;-56;-56;-58;-58;-55;-55;-55;-55;-56;-56;-56;-55;-55;-55;-55;-58;-56;-56;-56;-55;-55;-57;-55;-56;-56;-56;-56;-56;-55;-55;-55;-55;-55;-57;-57;-57;-57;-57;-57;-57;-57;-57;-56;-56;-57;-57;-55;-55;-56;-57;-56;-56;-56;-56;-55;-56;-56;-57;-56;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-55;-55;-55;-55;-57;-57;-57;-57;-57;-57;-56;-56;-56;-56;-57;-57;-56;-57;-55;-55;-55;-58;-57;-55;-57;-57;-56
24;70;170;AP2;-60;-61;-62;-59;-61;-61;-62;-61;-60;-60;-62;-62;-60;-60;-61;-60;-61;-61;-61;-62;-60;-60;-60;-60;-60;-61;-61;-61;-61;-61;-61;-60;-60;-60;-60;-60;-60;-61;-61;-61;-60;-61;-61;-61;-62;-62;-62;-61;-60;-60;-60;-60;-59;-59;-61;-61;-60;-60;-61;-60;-60;-60;-60;-59;-59;-59;-59;-61;-61;-59;-59;-59;-60;-60;-60;-60;-60;-60;-61;-60;-60;-60;-60;-60;-59;-59;-61;-61;-61;-61;-60;-60;-60;-61;-61;-61;-62;-59;-61;-61
25;90;170;AP0;-51;-48;-47;-47;-47;-50;-49;-47;-47;-47;-50;-50;-48;-47;-47;-47;-47;-47;-49;-49;-49;-48;-50;-48;-48;-48;-48;-48;-47;-47;-47;-47;-48;-48;-47;-47;-50;-50;-48;-48;-48;-48;-48;-49;-48;-47;-47;-47;-47;-49;-49;-49;-49;-48;-48;-49;-49;-48;-48;-53;-53;-50;-50;-50;-47;-47;-47;-47;-47;-47;-50;-50;-49;-48;-48;-48;-50;-47;-47;-50;-50;-48;-48;-47;-47;-47;-47;-48;-47;-47;-47;-47;-48;-48;-48;-48;-48;-48;-48;-47
25;90;170;AP1;-59;-59;-61;-61;-59;-59;-59;-61;-59;-59;-59;-59;-60;-60;-58;-58;-58;-59;-61;-61;-59;-59;-60;-61;-61;-61;-61;-60;-60;-59;-60;-61;-61;-62;-60;-60;-61;-61;-60;-60;-60;-60;-60;-60;-60;-60;-61;-61;-60;-60;-60;-59;-59;-59;-59;-59;-59;-59;-59;-62;-64;-62;-62;-60;-60;-60;-59;-59;-58;-58;-59;-59;-60;-60;-58;-58;-59;-59;-60;-60;-59;-58;-58;-59;-60;-59;-59;-59;-59;-61;-61;-61;-60;-60;-60;-61;-57;-57;-57;-60
25;90;170;AP2;-63;-63;-63;-63;-63;-63;-63;-64;-64;-63;-65;-64;-64;-64;-62;-62;-62;-62;-62;-63;-63;-64;-65;-65;-65;-65;-64;-64;-64;-64;-65;-65;-65;-65;-65;-65;-65;-67;-66;-66;-64;-65;-65;-65;-65;-64;-64;-64;-64;-64;-64;-64;-64;-63;-64;-63;-63;-64;-66;-68;-67;-67;-68;-17;-66;-66;-64;-64;-62;-63;-62;-64;-64;-63;-63;-64;-64;-62;-62;-62;-66;-64;-64;-65;-65;-62;-64;-64;-64;-64;-64;-64;-63;-64;-64;-64;-64;-64;-64;-64
26;110;170;AP0;-45;-45;-45;-45;-44;-44;-44;-44;-44;-44;-45;-45;-47;-46;-45;-46;-46;-44;-44;-46;-45;-46;-45;-45;-45;-45;-44;-44;-44;-45;-45;-45;-45;-44;-44;-45;-45;-46;-46;-41;-42;-42;-44;-44;-46;-46;-45;-48;-47;-47;-46;-47;-47;-49;-49;-46;-46;-46;-46;-46;-46;-47;-47;-48;-48;-47;-46;-46;-46;-46;-46;-46;-46;-47;-47;-46;-46;-46;-46;-46;-46;-46;-46;-47;-44;-45;-45;-46;-43;-43;-43;-42;-47;-47;-47;-47;-45;-45;-44;-44
26;110;170;AP1;-65;-65;-66;-65;-63;-63;-65;-65;-65;-65;-65;-65;-64;-64;-65;-65;-66;-66;-66;-66;-64;-65;-67;-64;-66;-66;-66;-66;-67;-67;-64;-64;-67;-67;-67;-64;-64;-66;-66;-61;-61;-61;-65;-65;-65;-65;-65;-65;-68;-68;-67;-67;-69;-70;-67;-66;-66;-68;-67;-68;-68;-68;-68;-66;-66;-67;-66;-66;-66;-66;-66;-66;-66;-67;-67;-67;-67;-67;-66;-66;-66;-66;-66;-65;-64;-64;-64;-64;-64;-64;-64;-64;-64;-67;-64;-65;-65;-65;-66;-66
26;110;170;AP2;-63;-63;-64;-64;-64;-65;-62;-64;-64;-64;-63;-63;-63;-62;-65;-64;-64;-64;-65;-16,25;-63;-63;-61;-61;-63;-63;-63;-63;-63;-63;-63;-62;-62;-62;-62;-62;-63;-62;-62;-59;-59;-59;-62;-62;-62;-62;-62;-64;-64;-64;-64;-65;-16,25;-63;-63;-63;-63;-63;-63;-64;-64;-64;-65;-65;-65;-65;-63;-66;-66;-67;-65;-65;-65;-65;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-64;-61;-62;-62;-62;-62;-62;-62;-64;-64;-64;-63;-62;-62;-63;-63
27;130;170;AP0;-38;-38;-38;-38;-38;-39;-37;-37;-37;-41;-42;-42;-40;-42;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-41;-38;-38;-40;-40;-39;-39;-38;-38;-39;-39;-39;-40;-38;-40;-40;-39;-39;-39;-39;-38;-39;-39;-39;-38;-39;-39;-39;-38;-38;-38;-38;-39;-39;-52;-40;-38;-38;-39;-39;-40;-38;-40;-40;-40;-40;-40;-38;-38;-38;-38;-38;-38;-38;-38;-38;-39;-39;-39;-39;-39;-39;-39;-39;-38;-39;-39;-38;-40;-38;-38;-42
27;130;170;AP1;-63;-65;-63;-63;-63;-63;-66;-66;-66;-66;-66;-66;-63;-63;-67;-67;-67;-66;-66;-66;-64;-67;-65;-65;-65;-66;-66;-66;-65;-65;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-66;-66;-66;-66;-65;-65;-65;-65;-65;-66;-66;-64;-64;-64;-64;-63;-63;-63;-63;-63;-65;-65;-59;-65;-64;-64;-65;-65;-65;-65;-64;-64;-64;-64;-64;-64;-66;-65;-65;-64;-64;-65;-64;-65;-65;-65;-66;-66;-64;-64;-65;-65;-64;-64;-65;-66;-66;-66;-63;-70
27;130;170;AP2;-66;-66;-66;-66;-66;-66;-66;-66;-66;-69;-69;-69;-69;-68;-68;-68;-68;-68;-68;-68;-69;-69;-71;-69;-68;-68;-68;-69;-69;-69;-66;-67;-67;-67;-65;-59;-59;-59;-65;-65;-67;-67;-66;-66;-65;-65;-65;-65;-65;-65;-64;-64;-64;-66;-66;-66;-66;-66;-66;-65;-66;-64;-64;-65;-65;-66;-66;-65;-65;-66;-66;-61;-61;-61;-67;-65;-65;-65;-66;-66;-66;-66;-67;-67;-67;-66;-66;-66;-66;-66;-66;-66;-66;-64;-64;-66;-66;-66;-66;-67
28;150;170;AP0;-41;-41;-39;-42;-42;-42;-57;-41;-41;-42;-42;-41;-41;-42;-42;-42;-41;-39;-39;-39;-42;-42;-42;-42;-44;-42;-42;-42;-42;-42;-41;-41;-41;-42;-42;-42;-43;-41;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-42;-41;-42;-42;-42;-40;-42;-42;-42;-41;-41;-39;-39;-41;-41;-43;-43;-42;-42;-42;-41;-41;-41;-42;-42;-42;-42;-42;-41;-42;-42;-42;-42;-42;-45;-44;-44;-44;-41
